지점,지점명,일시,평균기온(°C),최고기온(°C),월합강수량(00~24h만)(mm),일최다강수량(mm),최심적설(cm),최심신적설(cm)
129,서산,2021-09,21.9,29.9,206,93.4,,
129,서산,2021-10,15.2,28.2,55.9,19.9,,
129,서산,2021-11,8.2,22.1,126.2,36,,
129,서산,2021-12,1.6,13.5,18.3,4.7,,
130,울진,2020-01,4.4,12.8,103,35.7,,
130,울진,2020-02,4.9,18.1,64.8,27.2,,
130,울진,2020-03,8.3,24.4,35.8,17.2,,
130,울진,2020-04,11.4,29,54.3,20,,
130,울진,2020-05,17.2,32.8,58.9,25,,
130,울진,2020-06,21.1,33.7,126.9,73.5,,
130,울진,2020-07,20.8,31.7,482.7,178.4,,
130,울진,2020-08,25.5,35,148.9,50.8,,
130,울진,2020-09,20,30.3,236.3,75.2,,
130,울진,2020-10,14.3,26.8,1.9,.8,,
130,울진,2020-11,10.1,22.7,21.3,20.5,,
130,울진,2020-12,2.4,14.6,1.4,1.4,,
130,울진,2021-01,.6,15.7,7.2,3,,
130,울진,2021-02,4.8,24,3.1,2.2,,
130,울진,2021-03,8.9,20.4,106.6,51.6,,
130,울진,2021-04,12.1,25.9,76.2,30.2,,
130,울진,2021-05,16,28.5,137.2,64.1,,
130,울진,2021-06,19.9,29,49.5,17,,
130,울진,2021-07,24.7,32.5,120.2,44.4,,
130,울진,2021-08,24,31.9,291.3,53.9,,
130,울진,2021-09,21,28.8,142.7,88,,
130,울진,2021-10,15.7,28.6,201.2,101.6,,
130,울진,2021-11,10,21.2,18.1,10,,
130,울진,2021-12,3.8,15.7,5.6,2.9,,
131,청주,2020-01,2.6,13.3,62,51.7,0,0
131,청주,2020-02,3.5,16.4,62.7,37.5,5.5,5.4
131,청주,2020-03,8.5,22.5,22.9,14.4,,
131,청주,2020-04,11.8,26.6,15.7,11.5,,
131,청주,2020-05,19.2,29.8,65.3,23.7,,
131,청주,2020-06,24.5,34.4,145.9,59.8,,
131,청주,2020-07,24.3,32.8,386.6,79.3,,
131,청주,2020-08,27.7,36,385.8,61.1,,
131,청주,2020-09,21.5,31.7,160.6,56,,
131,청주,2020-10,14.5,25.2,5.8,5.8,,
131,청주,2020-11,8.8,21.2,41,23.7,,
131,청주,2020-12,.4,12.1,4.3,1.6,5.8,5.3
131,청주,2021-01,-1.4,13.5,12.7,3.5,6.3,5
131,청주,2021-02,3.6,22.1,7.5,4.2,3.9,3.9
131,청주,2021-03,9.6,23.8,76.6,53.3,.2,.2
131,청주,2021-04,14.8,29.7,46.4,23.2,,
131,청주,2021-05,17.8,31.3,136.4,35.9,,
131,청주,2021-06,23.8,33.5,75.4,25.7,,
131,청주,2021-07,28.3,36.4,138.1,38.3,,
131,청주,2021-08,26.1,35.5,233.1,53.2,,
131,청주,2021-09,22.8,30.1,185,66.5,,
131,청주,2021-10,16.1,30.6,29.4,10.9,,
131,청주,2021-11,9,21.3,57.3,23.9,,
131,청주,2021-12,1.7,12.6,3.7,1,2.2,2.2
133,대전,2020-01,2.7,14.2,78.5,57,,
133,대전,2020-02,3.6,16.8,91.2,55.3,2,1.5
133,대전,2020-03,8.5,23.1,24.4,12.6,,
133,대전,2020-04,11.5,26.9,17.8,12.4,,
133,대전,2020-05,18.8,29.3,80.4,24.9,,
133,대전,2020-06,24.1,34.3,192.5,58.7,,
133,대전,2020-07,23.6,31.6,544.9,141.3,,
133,대전,2020-08,27.5,35.4,361.6,59.3,,
133,대전,2020-09,21.2,31.4,173.6,61.8,,
133,대전,2020-10,14.2,25.5,3.2,2.1,,
133,대전,2020-11,8.6,22.1,41.8,28.5,,
133,대전,2020-12,.5,13.4,4.1,2.5,2,2
133,대전,2021-01,-1,14.5,23.6,4.6,7.6,6.6
133,대전,2021-02,4,22.6,14.1,8.1,5.7,5.7
133,대전,2021-03,9.6,24.4,95.2,50.8,,
133,대전,2021-04,14.7,29.9,47.4,22,,
133,대전,2021-05,17.7,31.8,134.2,43.7,,
133,대전,2021-06,23.5,32.9,105.9,24.2,,
133,대전,2021-07,27.8,36.1,151.8,42.2,,
133,대전,2021-08,25.8,35.3,289.2,65,,
133,대전,2021-09,22.4,30.8,161.2,52.4,,
133,대전,2021-10,15.7,31.2,40.8,13.5,,
133,대전,2021-11,8.9,21.9,41.7,20.7,,
133,대전,2021-12,1.9,14.1,4.4,1.6,2.3,2.3
135,추풍령,2020-01,1.4,12.3,71,30.6,,
135,추풍령,2020-02,2.2,15.8,68.2,44.2,,
135,추풍령,2020-03,7.1,23.4,21,10,,
135,추풍령,2020-04,10.2,25.8,39.7,20.2,,
135,추풍령,2020-05,17.1,29.7,65.3,22.2,,
135,추풍령,2020-06,22.2,33.6,182.8,79.5,,
135,추풍령,2020-07,21.4,29.6,499.3,83.8,,
135,추풍령,2020-08,25.4,32.9,333.5,69.4,,
135,추풍령,2020-09,18.7,27.5,226.8,78,,
135,추풍령,2020-10,12.4,24.4,5,3.1,,
135,추풍령,2020-11,7.2,21.7,38.3,22.3,,
135,추풍령,2020-12,-.8,11.8,3.1,1.5,,
135,추풍령,2021-01,-2.3,13.5,18.2,3.9,,
135,추풍령,2021-02,2.6,22.1,14.8,8.4,,
135,추풍령,2021-03,7.9,22,83.8,37.1,,
135,추풍령,2021-04,12.5,27.3,43.8,15.1,,
135,추풍령,2021-05,15.6,28.5,165.7,53,,
135,추풍령,2021-06,20.9,30.6,50.8,25.2,,
135,추풍령,2021-07,24.9,33.7,217.1,69.1,,
135,추풍령,2021-08,23.4,33.4,285.6,73.8,,
135,추풍령,2021-09,19.8,28.9,161.2,46.6,,
135,추풍령,2021-10,13.5,28.9,41,15.1,,
135,추풍령,2021-11,7.2,18.2,43.9,19.1,,
135,추풍령,2021-12,1,13.3,3.2,1.4,,
136,안동,2020-01,1.5,11.4,50.5,35.4,,
136,안동,2020-02,2.5,16.6,58.6,38.5,2,2
136,안동,2020-03,7.6,22.9,11,6.8,,
136,안동,2020-04,10.8,26.6,22.1,14.3,,
136,안동,2020-05,17.8,30.8,71.9,31.3,,
136,안동,2020-06,23.3,35.7,123.4,39.5,,
136,안동,2020-07,22.3,31.2,412.1,79.3,,
136,안동,2020-08,26.6,34.9,300.4,62.9,,
136,안동,2020-09,19.6,28.3,124.3,39.7,,
136,안동,2020-10,12.7,24.9,1.5,.8,,
136,안동,2020-11,7.2,22.3,35,30.6,,
136,안동,2020-12,-1.2,11.6,1,.8,.8,.8
136,안동,2021-01,-2.2,11.5,6,4.2,.9,.9
136,안동,2021-02,2.6,23.2,13.8,10.5,.4,.4
136,안동,2021-03,8.3,22.3,110.6,58.7,2.3,1.9
136,안동,2021-04,13,28.5,107.3,57,,
136,안동,2021-05,16.1,29.6,143.8,65.3,,
136,안동,2021-06,21.8,31.1,58.2,28.6,,
136,안동,2021-07,26,35.2,127.5,34.6,,
136,안동,2021-08,24.3,36,188.9,42.7,,
136,안동,2021-09,20.4,29.3,132.5,53.3,,
136,안동,2021-10,14.2,28.7,50.8,20.2,,
136,안동,2021-11,7.1,20.3,34.6,17.4,,
136,안동,2021-12,.8,13,0,0,.8,.8
137,상주,2020-01,2.3,11.6,60.9,38.2,,
137,상주,2020-02,3.1,16.9,79.6,49.9,,
137,상주,2020-03,8.2,25.2,13.3,7.3,,
137,상주,2020-04,11.7,27.9,36.3,22.4,,
137,상주,2020-05,18.4,31.8,106.5,35.1,,
137,상주,2020-06,23.6,35,192.2,45.5,,
137,상주,2020-07,22.4,31.9,466.7,107.2,,
137,상주,2020-08,26.6,33.9,428.6,75,,
137,상주,2020-09,19.8,29,147.3,41.8,,
137,상주,2020-10,13.4,25.8,2.7,1.6,,
137,상주,2020-11,8,20.8,27.9,22.1,,
137,상주,2020-12,-.1,12,1.7,1.5,,
137,상주,2021-01,-1.8,12.7,16.5,3.9,,
137,상주,2021-02,3.2,24,9.7,7.9,,
137,상주,2021-03,8.9,23.8,98.4,44.1,,
137,상주,2021-04,13.6,29,70.5,27.5,,
137,상주,2021-05,16.7,29.8,166.5,53,,
137,상주,2021-06,22.5,32,57,26.6,,
137,상주,2021-07,26.2,34.7,216.1,51.2,,
137,상주,2021-08,24.4,34.5,324.9,56.5,,
137,상주,2021-09,20.6,29.4,188.8,54.7,,
137,상주,2021-10,14.5,29.2,41.4,17.7,,
137,상주,2021-11,8,20.6,39.8,18.5,,
137,상주,2021-12,1.7,13.9,1.2,.4,,
138,포항,2020-01,5.3,14.8,152.3,62.7,,
138,포항,2020-02,6,17.8,59.9,46.9,,
138,포항,2020-03,10,24.1,29.4,21,,
138,포항,2020-04,13,27.8,45.5,17.6,,
138,포항,2020-05,18.9,31,41.7,23.7,,
138,포항,2020-06,23.7,35.6,112.9,40.4,,
138,포항,2020-07,22.6,33.5,346.1,115,,
138,포항,2020-08,28.6,36.9,180,95.5,,
138,포항,2020-09,21.6,30.9,246.7,103.4,,
138,포항,2020-10,16.4,26.9,4,3.2,,
138,포항,2020-11,11.3,24.9,20.4,19.3,,
138,포항,2020-12,3.3,15.3,0,0,,
138,포항,2021-01,1.8,16.7,26.9,15.7,.2,.2
138,포항,2021-02,6.2,24.9,15.5,7.2,,
138,포항,2021-03,10.7,21,88.6,41.1,,
138,포항,2021-04,13.9,25.1,69.8,31.3,,
138,포항,2021-05,18,30.1,109.8,31.7,,
138,포항,2021-06,22.2,32.1,36.6,15.7,,
138,포항,2021-07,26.5,35.3,203.7,56.6,,
138,포항,2021-08,25.9,35.2,449.9,127.1,,
138,포항,2021-09,22.9,29.9,196.5,56.8,,
138,포항,2021-10,17.6,31.2,176.7,53.9,,
138,포항,2021-11,11.4,21.5,31.4,20.2,,
138,포항,2021-12,4.7,16.3,.3,.3,,
140,군산,2020-01,3.2,15.9,70.6,52.1,,
140,군산,2020-02,3.6,17.7,60.5,23.6,,
140,군산,2020-03,7.5,21,16.8,7.3,,
140,군산,2020-04,10.3,25.4,20.3,13.2,,
140,군산,2020-05,17.4,28,98.7,31,,
140,군산,2020-06,22.4,33.9,196.6,61.8,,
140,군산,2020-07,23,31,446.2,124,,
140,군산,2020-08,26.9,34.7,520.6,153.8,,
140,군산,2020-09,21,31.2,171,62.9,,
140,군산,2020-10,14.5,24.7,4.1,3.1,,
140,군산,2020-11,9.3,22.6,47.6,23.8,,
140,군산,2020-12,1.6,12.4,11.8,3.5,,
140,군산,2021-01,0,13.6,28.8,8.6,,
140,군산,2021-02,3.8,19.9,13.8,3.6,,
140,군산,2021-03,8.3,22.8,91.9,48.1,,
140,군산,2021-04,13.3,27.5,43.9,22.6,,
140,군산,2021-05,16.6,29.1,137,38.8,,
140,군산,2021-06,22.1,31.6,98.8,28,,
140,군산,2021-07,26.6,34.4,251.3,67.7,,
140,군산,2021-08,25.5,33.8,218.3,45.5,,
140,군산,2021-09,22.3,29.1,138.8,48.3,,
140,군산,2021-10,16,31,32.7,8.8,,
140,군산,2021-11,9.6,23,81.9,22.8,,
140,군산,2021-12,3.1,14.1,14.5,3.2,,
143,대구,2020-01,3.8,15.7,70.4,27,,
143,대구,2020-02,4.9,18.5,40.2,29,,
143,대구,2020-03,9.5,25.4,24.5,10,,
143,대구,2020-04,12.6,28,32.4,19,,
143,대구,2020-05,19.4,31.3,38.1,16.5,,
143,대구,2020-06,24.5,37,185.3,51,,
143,대구,2020-07,23.2,32.8,330.5,63.1,,
143,대구,2020-08,28.6,36.3,322.7,168.2,,
143,대구,2020-09,21.2,30.8,161,44.8,,
143,대구,2020-10,15.4,27.3,13.1,12,,
143,대구,2020-11,9.7,25.3,23.9,19,,
143,대구,2020-12,1.6,12.6,2.8,1.3,,
143,대구,2021-01,.5,16.1,11.9,10.3,.7,.7
143,대구,2021-02,4.8,24.4,19.2,9.5,,
143,대구,2021-03,10.2,23.9,95.2,35.5,1.7,1.7
143,대구,2021-04,14.5,29.5,43,19.3,,
143,대구,2021-05,18.3,30.8,90.9,24.7,,
143,대구,2021-06,23.2,33.9,55.1,17.5,,
143,대구,2021-07,26.9,37.2,153.3,39.7,,
143,대구,2021-08,25.7,37,256.3,69,,
143,대구,2021-09,22.1,30.9,84.1,40.7,,
143,대구,2021-10,16.5,31.8,57.8,23.1,,
143,대구,2021-11,9.5,20.8,43.1,26.8,,
143,대구,2021-12,3.1,14.9,.1,.1,,
146,전주,2020-01,3.5,16.4,76.8,50.2,,
146,전주,2020-02,4.2,18.7,65.9,32.4,10.4,7.5
146,전주,2020-03,8.4,23.7,25.4,13.7,,
146,전주,2020-04,10.9,27.1,23,15.5,,
146,전주,2020-05,18.6,29.2,79,21.8,,
146,전주,2020-06,23.4,35.1,187.5,90.6,,
146,전주,2020-07,23.5,31.7,644.7,114.6,,
146,전주,2020-08,27.7,34.6,471.5,192.8,,
146,전주,2020-09,21.3,31.8,135.2,49.9,,
146,전주,2020-10,14.9,26.1,4.2,1.9,,
146,전주,2020-11,9.6,24.1,58.5,35.2,,
146,전주,2020-12,1.7,13.9,9.1,3.2,5.2,3.2
146,전주,2021-01,.5,14.4,28.7,8.3,11.9,7
146,전주,2021-02,4.3,22.9,13.7,4.3,1.8,1.8
146,전주,2021-03,9.5,23.7,95.7,42.5,,
146,전주,2021-04,14.4,28.6,34.9,15,,
146,전주,2021-05,17.7,30.8,182.2,62.7,,
146,전주,2021-06,23,33.6,145.3,44,,
146,전주,2021-07,27.2,36.3,255.1,88.7,,
146,전주,2021-08,25.9,34.6,454.8,70.6,,
146,전주,2021-09,22.9,30.2,162.1,41.2,,
146,전주,2021-10,16.4,31.5,37,9.1,,
146,전주,2021-11,9.7,23.8,81.1,26,,
146,전주,2021-12,3.3,14.3,6,2.3,2.4,2.4
152,울산,2020-01,5.2,18.4,178.7,113.6,,
152,울산,2020-02,6,19,53.6,29.9,,
152,울산,2020-03,9.6,23.6,41.6,19.3,,
152,울산,2020-04,12.3,25.5,73.2,26.4,,
152,울산,2020-05,18.1,28.7,51.5,24.2,,
152,울산,2020-06,22.7,31,218.6,65.8,,
152,울산,2020-07,22.1,32,498.3,113.7,,
152,울산,2020-08,27.6,35.5,137.1,37.4,,
152,울산,2020-09,21.1,30.2,243,118.4,,
152,울산,2020-10,15.9,26.1,18.9,11.1,,
152,울산,2020-11,11,23.1,37.7,30.5,,
152,울산,2020-12,3.4,15.6,5.7,4.3,,
152,울산,2021-01,2.1,16.3,20.6,11.1,0,0
152,울산,2021-02,6.5,23.9,28.8,12.1,,
152,울산,2021-03,10.5,21.9,138.9,60.3,,
152,울산,2021-04,13.8,25.7,73.9,32.5,,
152,울산,2021-05,17.8,30.5,120.4,31.2,,
152,울산,2021-06,21.7,29.8,93.8,30.3,,
152,울산,2021-07,25.9,34.2,189.3,60.4,,
152,울산,2021-08,25.3,33.7,443.9,122.4,,
152,울산,2021-09,22.1,29.3,125.2,36.2,,
152,울산,2021-10,17.1,30.5,49,25.7,,
152,울산,2021-11,11.1,21,49.7,25.3,,
152,울산,2021-12,4.7,16.6,3.5,3.5,,
155,창원,2020-01,4.6,18,112.6,44.9,,
155,창원,2020-02,5.4,18,64.2,32.2,,
155,창원,2020-03,9.3,20.9,37.9,13,,
155,창원,2020-04,11.9,24.5,59.1,30,,
155,창원,2020-05,17.9,28.7,78.8,50.3,,
155,창원,2020-06,22.8,32.9,278.9,98.9,,
155,창원,2020-07,22.4,31.1,524.1,96.7,,
155,창원,2020-08,27.5,35.8,193.1,46.4,,
155,창원,2020-09,21.5,30.7,241.7,118.6,,
155,창원,2020-10,16,26.3,20.5,12.9,,
155,창원,2020-11,10.7,22.3,55.6,49.7,,
155,창원,2020-12,2.6,12.7,6.3,4.1,,
155,창원,2021-01,1.4,17.2,14.3,12.2,,
155,창원,2021-02,5.5,21.6,36.9,20.2,,
155,창원,2021-03,10.4,22.5,177.1,67.5,,
155,창원,2021-04,14.1,25.9,86.5,38.7,,
155,창원,2021-05,17.7,28.9,147.9,63.9,,
155,창원,2021-06,21.8,31,140.6,59.2,,
155,창원,2021-07,26.5,33.6,521.2,152.7,,
155,창원,2021-08,26.2,35.5,413,168.2,,
155,창원,2021-09,22.5,30.5,92.2,28.1,,
155,창원,2021-10,17.4,30,25,15.6,,
155,창원,2021-11,10.8,21.9,53.5,30.7,,
155,창원,2021-12,4.2,15.5,2.4,2.4,,
156,광주,2020-01,4.6,17.7,74.9,32,,
156,광주,2020-02,5.3,19.8,47.8,10.9,12.5,10.9
156,광주,2020-03,9,23.3,43.5,17.7,,
156,광주,2020-04,11.5,25.6,55.3,27.3,,
156,광주,2020-05,18.8,30.1,96.8,25.4,,
156,광주,2020-06,23.6,33.7,199.9,50.3,,
156,광주,2020-07,23.4,31.6,533.3,121.2,,
156,광주,2020-08,27.6,34.4,738.1,259.5,,
156,광주,2020-09,21.3,31.1,178.3,49.4,,
156,광주,2020-10,15.7,26.2,12.1,10.7,,
156,광주,2020-11,10.5,23.6,28.3,21.1,,
156,광주,2020-12,2.7,13.8,18.7,7.9,18.5,16.9
156,광주,2021-01,1.4,15.5,33,8.7,11.8,8.5
156,광주,2021-02,5.1,22.6,31.1,14.8,8.1,5.9
156,광주,2021-03,10.6,25,122.4,39.7,,
156,광주,2021-04,14.9,27.2,34.2,16.9,,
156,광주,2021-05,18.4,30.4,139.4,59.6,,
156,광주,2021-06,23.3,32.8,118.1,27.4,,
156,광주,2021-07,27,35.1,227.6,119.5,,
156,광주,2021-08,25.8,34.5,338.7,59.4,,
156,광주,2021-09,22.9,32.4,131.1,45.7,,
156,광주,2021-10,17.2,30.7,35.3,12.3,,
156,광주,2021-11,10.2,23.8,85.8,23.2,,
156,광주,2021-12,4.1,15.4,7.1,3.5,8.6,8.6
159,부산,2020-01,6.4,17.7,127.7,73.3,,
159,부산,2020-02,7.1,18.1,94.9,49.8,,
159,부산,2020-03,10.4,18.2,58.8,24.6,,
159,부산,2020-04,12.6,24.4,83.5,33.2,,
159,부산,2020-05,17.9,26,96.2,50.8,,
159,부산,2020-06,22.4,30.7,321.1,99.2,,
159,부산,2020-07,22.1,30.6,796.8,208.7,,
159,부산,2020-08,27.2,33.2,399.2,163.1,,
159,부산,2020-09,21.9,30.6,230.5,113.6,,
159,부산,2020-10,17.3,25.9,26.4,15.8,,
159,부산,2020-11,12.4,23.3,36.3,31.8,,
159,부산,2020-12,4.3,15,10.2,6.6,,
159,부산,2021-01,3.3,15.7,25.8,17.4,,
159,부산,2021-02,7.2,19.3,49.5,22.9,,
159,부산,2021-03,11.4,21.6,127.5,37.8,,
159,부산,2021-04,14.7,26.5,107.1,39.5,,
159,부산,2021-05,17.7,26.5,139.2,45.1,,
159,부산,2021-06,21.9,30.9,232.3,82.6,,
159,부산,2021-07,26.3,32.4,399.9,137.5,,
159,부산,2021-08,26.2,35.6,481.2,146.2,,
159,부산,2021-09,22.9,28.8,164.7,50.1,,
159,부산,2021-10,18.7,28.4,18.2,8.5,,
159,부산,2021-11,12.5,22.3,57.9,28.9,,
159,부산,2021-12,6,17.8,4.5,4.4,,
162,통영,2020-01,5.8,18.4,124.6,56.7,,
162,통영,2020-02,6.8,18,75,46,,
162,통영,2020-03,10.2,19.8,61.8,33.2,,
162,통영,2020-04,12.4,21.2,72.2,31.1,,
162,통영,2020-05,17.8,26.2,119.5,60,,
162,통영,2020-06,22,29.6,371.3,100.1,,
162,통영,2020-07,22.5,30,607.8,147.4,,
162,통영,2020-08,27.1,35,273.4,109.7,,
162,통영,2020-09,22.1,30.1,338.2,139.1,,
162,통영,2020-10,17,26.1,28,16.4,,
162,통영,2020-11,12,22.9,54.4,48.6,,
162,통영,2020-12,4,14.1,11.5,5.6,,
162,통영,2021-01,3.2,15,19.3,13.9,,
162,통영,2021-02,6.7,19.1,70.3,37.8,,
162,통영,2021-03,10.9,20.9,157.8,47,,
162,통영,2021-04,14.6,25.7,103.1,49.7,,
162,통영,2021-05,17.9,27,163.1,40.5,,
162,통영,2021-06,21.8,29.5,182.3,92.4,,
162,통영,2021-07,26.5,33.2,404.5,133,,
162,통영,2021-08,26.7,36.2,477,183.5,,
162,통영,2021-09,23,30.6,145.5,41.7,,
162,통영,2021-10,18.3,29.4,5.9,5.5,,
162,통영,2021-11,12,22.4,67.1,41.7,,
162,통영,2021-12,5.8,16.9,4.2,3.8,,
165,목포,2020-01,3.6,16.2,72,29.9,,
165,목포,2020-02,4.2,15.7,28.9,6.6,3.1,2.2
165,목포,2020-03,7.4,19.3,28.8,11.1,,
165,목포,2020-04,10.3,22.1,60.9,30,,
165,목포,2020-05,17.2,25.1,141.4,54.3,,
165,목포,2020-06,22.2,31.1,261.5,65.2,,
165,목포,2020-07,23,29.9,366.3,116.3,,
165,목포,2020-08,27.7,33.3,206.4,90.9,,
165,목포,2020-09,21.9,31.2,208.6,87.4,,
165,목포,2020-10,15.9,25,20.5,15.6,,
165,목포,2020-11,11.2,22.7,14,7.2,,
165,목포,2020-12,3.2,12.1,18.4,11.3,5,5
165,목포,2021-01,2,15.2,39.7,13.2,12.1,7.2
165,목포,2021-02,4.9,20.1,25.9,13.3,2.2,1.4
165,목포,2021-03,9.2,22,127.4,41.7,,
165,목포,2021-04,13.9,24.9,51.9,32,,
165,목포,2021-05,17.6,27.7,112.3,33.5,,
165,목포,2021-06,22.7,30.2,108.3,45.1,,
165,목포,2021-07,26.8,33.6,327.5,154.5,,
165,목포,2021-08,26.4,32.6,124.4,33.6,,
165,목포,2021-09,23.4,29.3,91.4,43.7,,
165,목포,2021-10,17.7,29.8,14.7,4.3,,
165,목포,2021-11,11.3,22.5,63.9,25.6,,
165,목포,2021-12,4.8,14.7,13.6,6.7,15.6,14.8
168,여수,2020-01,5.8,17.4,81.3,28.6,,
168,여수,2020-02,6.4,16.1,61.3,36.5,.2,.2
168,여수,2020-03,9.9,19.4,52.3,31,,
168,여수,2020-04,12.5,21.2,80.5,37.3,,
168,여수,2020-05,18,26.5,139.4,64.7,,
168,여수,2020-06,22.4,30.1,367,80.5,,
168,여수,2020-07,22.6,29.5,552,116.7,,
168,여수,2020-08,27.1,32.6,180.1,68.1,,
168,여수,2020-09,22.2,28.8,181.2,86.3,,
168,여수,2020-10,17.3,25.9,27.6,26,,
168,여수,2020-11,12.1,22.5,15.4,12,,
168,여수,2020-12,4.3,12.9,13.8,7,,
168,여수,2021-01,2.9,14.4,17.3,10.1,.1,.1
168,여수,2021-02,6.2,19.5,36.7,17.8,.3,.3
168,여수,2021-03,11,20.7,106,29.8,,
168,여수,2021-04,14.7,23.6,95.3,50,,
168,여수,2021-05,18.1,25.4,134.9,33.6,,
168,여수,2021-06,22.3,29.1,130.2,55,,
168,여수,2021-07,26.5,31.2,445.3,234.4,,
168,여수,2021-08,26.8,34.1,369.7,114.1,,
168,여수,2021-09,23.2,28.2,144.7,70.8,,
168,여수,2021-10,18.6,28.9,45.4,26,,
168,여수,2021-11,12.1,23.6,43,26.1,,
168,여수,2021-12,5.7,16,2.7,2.4,,
169,흑산도,2020-01,6,15.8,52.2,24.2,,
169,흑산도,2020-02,6.3,15.4,34,8,3.2,2.5
169,흑산도,2020-03,8.1,17.7,15.8,7.3,,
169,흑산도,2020-04,10.3,21.5,52.2,20.6,,
169,흑산도,2020-05,14.9,21.7,203.6,57,,
169,흑산도,2020-06,19.3,27.1,305.2,71,,
169,흑산도,2020-07,20.9,25.8,205,57.3,,
169,흑산도,2020-08,25.4,33.1,179.7,61.2,,
169,흑산도,2020-09,21.8,30.3,71.9,23.7,,
169,흑산도,2020-10,17.1,26.7,11.3,5.8,,
169,흑산도,2020-11,12.7,22.6,23.3,9.5,,
169,흑산도,2020-12,6.4,13.2,33,12.2,10.9,8.3
169,흑산도,2021-01,4.5,16.3,54.2,24.3,18.7,15.6
169,흑산도,2021-02,6.4,22,16.1,12.3,.7,.7
169,흑산도,2021-03,9,18.8,94.1,35.8,,
169,흑산도,2021-04,12.8,21.8,63.4,36.2,,
169,흑산도,2021-05,16.5,24.5,97.3,45.1,,
169,흑산도,2021-06,20.9,27.9,68.1,34.3,,
169,흑산도,2021-07,25.7,32.8,176,109,,
169,흑산도,2021-08,26,32.8,166.8,51.1,,
169,흑산도,2021-09,23.2,28.7,101.1,24.5,,
169,흑산도,2021-10,18.1,28,26.3,5.9,,
169,흑산도,2021-11,12.7,20.5,42.1,28.5,,
169,흑산도,2021-12,7.3,14.6,14,2.5,8.2,6.8
170,완도,2020-01,5.9,19.5,95.4,31.3,,
170,완도,2020-02,6.3,18.1,49,24.9,,
170,완도,2020-03,9.5,21.6,55.9,32.4,,
170,완도,2020-04,11.9,22.1,87.1,32.6,,
170,완도,2020-05,17.8,26.3,258.6,111.2,,
170,완도,2020-06,22.1,31,343.3,110.6,,
170,완도,2020-07,22.8,31,282.1,72.7,,
170,완도,2020-08,27.5,34,100.4,49.6,,
170,완도,2020-09,21.9,29.4,266.3,86.2,,
170,완도,2020-10,16.7,26.3,20.1,20,,
170,완도,2020-11,12,23.9,3.4,1.4,,
170,완도,2020-12,4.4,14.1,19.1,12.8,,
170,완도,2021-01,3.3,16.9,39.7,12.4,,
170,완도,2021-02,6.5,20,46.5,21.7,,
170,완도,2021-03,10.7,21.2,179.7,56.5,,
170,완도,2021-04,14.4,24.9,86.8,53.9,,
170,완도,2021-05,17.9,26.7,139.9,68,,
170,완도,2021-06,22.3,30.7,143,50.8,,
